cat__school_GP,cat__school_MS,cat__sex_F,cat__sex_M,cat__address_R,cat__address_U,cat__famsize_GT3,cat__famsize_LE3,cat__Pstatus_A,cat__Pstatus_T,cat__Mjob_at_home,cat__Mjob_health,cat__Mjob_other,cat__Mjob_services,cat__Mjob_teacher,cat__Fjob_at_home,cat__Fjob_health,cat__Fjob_other,cat__Fjob_services,cat__Fjob_teacher,cat__reason_course,cat__reason_home,cat__reason_other,cat__reason_reputation,cat__guardian_father,cat__guardian_mother,cat__guardian_other,cat__schoolsup_no,cat__schoolsup_yes,cat__famsup_no,cat__famsup_yes,cat__paid_no,cat__paid_yes,cat__activities_no,cat__activities_yes,cat__nursery_no,cat__nursery_yes,cat__higher_no,cat__higher_yes,cat__internet_no,cat__internet_yes,cat__romantic_no,cat__romantic_yes,num__age,num__Medu,num__Fedu,num__traveltime,num__studytime,num__failures,num__famrel,num__freetime,num__goout,num__Dalc,num__Walc,num__health,num__absences,num__G1,num__G2,Result
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.5462869417025411,1.1438556741642336,0.4402569352729889,-0.6432494670875735,1.1507790914763643,-0.4499436443692835,1.178860115170367,-0.23601020446248228,1.7008665818906816,-0.5406986566036541,-1.0037892104979562,-0.3992894854413955,-0.7142362329569328,-1.179146897517312,-0.45622639292694084,0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.5462869417025411,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,0.06219405883392808,1.7688076614016153,1.7008665818906816,3.955637540416207,2.1059891279074763,0.32089018008075637,1.0373053937622858,-1.179146897517312,-0.9886028337131789,0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.5462869417025411,1.1438556741642336,1.3603706359757965,-0.6432494670875735,1.1507790914763643,-0.4499436443692835,0.06219405883392808,0.7663987284695665,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,0.32089018008075637,-0.7142362329569328,1.5357930122456702,1.6732793702180115,1
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.3309536397843746,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,1.178860115170367,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.21379576818001317,-0.2741669275963179,0.6085264886455354,1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.3309536397843746,0.2292342342960711,-0.4798567654298188,0.7922507560739607,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,1.7008665818906816,-0.5406986566036541,-1.0037892104979562,-1.1194691509635473,2.538626788093045,-1.179146897517312,-1.254791054106298,0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.3309536397843746,0.2292342342960711,1.3603706359757965,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,1.178860115170367,0.7663987284695665,0.8014792996325567,-0.5406986566036541,-1.0037892104979562,-1.8396488164856992,-0.7142362329569328,1.5357930122456702,1.9394675906111307,1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.3309536397843746,0.2292342342960711,0.4402569352729889,-0.6432494670875735,2.34384402883375,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,0.32089018008075637,0.5368649289853663,-0.2741669275963179,0.07615004785929728,1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.3309536397843746,-0.6853872055720913,-0.4798567654298188,-0.6432494670875735,2.34384402883375,-0.4499436443692835,1.178860115170367,-2.2408280703265797,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,-0.3992894854413955,0.28664469659690645,-1.179146897517312,-0.7224146133200599,0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.5462869417025411,0.2292342342960711,0.4402569352729889,-0.6432494670875735,1.1507790914763643,-0.4499436443692835,1.178860115170367,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.464016000568473,1.5357930122456702,1.9394675906111307,1
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.3309536397843746,1.1438556741642336,1.3603706359757965,3.663251202397029,2.34384402883375,-0.4499436443692835,-3.2878041101753888,-0.23601020446248228,1.7008665818906816,1.7074694419062766,2.1059891279074763,-1.8396488164856992,0.03642446420844665,-0.2741669275963179,0.6085264886455354,1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.5462869417025411,1.1438556741642336,1.3603706359757965,-0.6432494670875735,1.1507790914763643,-0.4499436443692835,1.178860115170367,0.7663987284695665,1.7008665818906816,-0.5406986566036541,-1.0037892104979562,0.32089018008075637,-0.21379576818001317,0.9324730322983409,1.1409029294317736,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.3309536397843746,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,1.178860115170367,1.7688076614016153,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,0.32089018008075637,0.03642446420844665,2.1391129921929997,2.2056558110042497,1
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.5462869417025411,0.2292342342960711,0.4402569352729889,-0.6432494670875735,1.1507790914763643,0.8964786247660724,0.06219405883392808,-2.2408280703265797,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,-1.1194691509635473,-0.7142362329569328,-1.179146897517312,-0.19003817253382177,1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.5462869417025411,-0.6853872055720913,-0.4798567654298188,-0.6432494670875735,-0.04228584588102149,0.8964786247660724,-1.0544719975025107,-2.2408280703265797,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,0.03642446420844665,-0.2741669275963179,0.6085264886455354,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.3309536397843746,1.1438556741642336,-0.4798567654298188,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,-1.0544719975025107,1.7688076614016153,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,-0.3992894854413955,0.5368649289853663,2.1391129921929997,2.2056558110042497,1
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.3309536397843746,-0.6853872055720913,-1.3999704661326267,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,1.178860115170367,0.7663987284695665,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,0.28664469659690645,-0.5758269175699826,-0.45622639292694084,0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.5462869417025411,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,1.178860115170367,0.7663987284695665,0.8014792996325567,-0.5406986566036541,-0.2263446258965981,1.0410698456029082,-0.464016000568473,1.2341330222720055,1.1409029294317736,1
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.3309536397843746,1.1438556741642336,1.3603706359757965,0.7922507560739607,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,0.7663987284695665,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,-1.1194691509635473,-0.464016000568473,0.027493062377346802,0.6085264886455354,1
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.5462869417025411,0.2292342342960711,0.4402569352729889,0.7922507560739607,-1.2353507832384072,-0.4499436443692835,1.178860115170367,0.7663987284695665,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.7142362329569328,0.6308130423246762,0.8747147090386544,1
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.23837975637929248,-1.6000086454402538,0.4402569352729889,2.227750979235495,-0.04228584588102149,0.8964786247660724,1.178860115170367,-1.238419137394531,0.8014792996325567,-0.5406986566036541,1.328544543306118,1.0410698456029082,1.7879660909276653,-0.5758269175699826,-0.9886028337131789,0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.3309536397843746,0.2292342342960711,1.3603706359757965,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,-1.0544719975025107,0.7663987284695665,-0.09790798262556814,-0.5406986566036541,-0.2263446258965981,0.32089018008075637,0.03642446420844665,0.9324730322983409,0.6085264886455354,1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.3309536397843746,-1.6000086454402538,-0.4798567654298188,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,-1.0544719975025107,-1.238419137394531,-0.09790798262556814,-0.5406986566036541,-0.2263446258965981,-1.8396488164856992,-0.464016000568473,1.5357930122456702,1.1409029294317736,1
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.3309536397843746,-0.6853872055720913,-0.4798567654298188,-0.6432494670875735,2.34384402883375,-0.4499436443692835,1.178860115170367,1.7688076614016153,0.8014792996325567,-0.5406986566036541,-0.2263446258965981,1.0410698456029082,0.03642446420844665,1.5357930122456702,0.8747147090386544,1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.5462869417025411,-0.6853872055720913,1.3603706359757965,0.7922507560739607,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,-1.238419137394531,-0.997295264883693,-0.5406986566036541,-0.2263446258965981,1.0410698456029082,-0.464016000568473,0.6308130423246762,0.6085264886455354,1
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.5462869417025411,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,-1.0544719975025107,0.7663987284695665,0.8014792996325567,-0.5406986566036541,1.328544543306118,1.0410698456029082,1.5377458585392054,0.9324730322983409,0.07615004785929728,1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.5462869417025411,-0.6853872055720913,-0.4798567654298188,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,1.178860115170367,0.7663987284695665,0.8014792996325567,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.7142362329569328,-0.8774869075436472,-0.9886028337131789,0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.3309536397843746,0.2292342342960711,1.3603706359757965,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,1.178860115170367,1.7688076614016153,1.7008665818906816,1.7074694419062766,-0.2263446258965981,1.0410698456029082,-0.7142362329569328,0.6308130423246762,0.6085264886455354,1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.3309536397843746,0.2292342342960711,1.3603706359757965,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,1.178860115170367,-0.23601020446248228,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,-1.8396488164856992,-0.7142362329569328,-1.179146897517312,-0.19003817253382177,1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.8077131525429595,-2.5146300853084163,-1.3999704661326267,-0.6432494670875735,-0.04228584588102149,3.5893231630367843,-1.0544719975025107,0.7663987284695665,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.464016000568473,-1.179146897517312,-0.7224146133200599,0
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.023046454461126,-0.6853872055720913,-0.4798567654298188,-0.6432494670875735,-1.2353507832384072,2.2429008939014285,-1.0544719975025107,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,-0.2263446258965981,0.32089018008075637,-0.7142362329569328,-1.179146897517312,-1.7871674948925362,0
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.5462869417025411,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,-1.0544719975025107,1.7688076614016153,1.7008665818906816,0.5833853926513113,2.1059891279074763,0.32089018008075637,0.28664469659690645,2.1391129921929997,1.9394675906111307,1
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.3309536397843746,0.2292342342960711,1.3603706359757965,0.7922507560739607,1.1507790914763643,2.2429008939014285,0.06219405883392808,-1.238419137394531,-0.997295264883693,0.5833853926513113,-0.2263446258965981,1.0410698456029082,-0.7142362329569328,0.3291530523510115,-2.8519203764650123,0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.3309536397843746,-1.6000086454402538,-1.3999704661326267,2.227750979235495,-1.2353507832384072,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,-0.2263446258965981,0.32089018008075637,-0.7142362329569328,-0.8774869075436472,-2.8519203764650123,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.23837975637929248,-0.6853872055720913,-0.4798567654298188,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,-1.0544719975025107,0.7663987284695665,0.8014792996325567,-0.5406986566036541,0.55109995870476,1.0410698456029082,0.7870851613738261,-0.2741669275963179,0.6085264886455354,1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.5462869417025411,0.2292342342960711,1.3603706359757965,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,-1.0544719975025107,-1.238419137394531,-1.896682547141818,-0.5406986566036541,1.328544543306118,1.0410698456029082,1.2875256261507457,0.3291530523510115,0.07615004785929728,1
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.3309536397843746,0.2292342342960711,1.3603706359757965,3.663251202397029,-0.04228584588102149,-0.4499436443692835,1.178860115170367,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.7142362329569328,-0.5758269175699826,-2.8519203764650123,0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.3309536397843746,1.1438556741642336,1.3603706359757965,-0.6432494670875735,1.1507790914763643,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.7142362329569328,0.027493062377346802,-2.8519203764650123,0
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.23837975637929248,0.2292342342960711,1.3603706359757965,2.227750979235495,-0.04228584588102149,-0.4499436443692835,1.178860115170367,0.7663987284695665,1.7008665818906816,0.5833853926513113,1.328544543306118,1.0410698456029082,-0.7142362329569328,-0.2741669275963179,-2.8519203764650123,0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.5462869417025411,0.2292342342960711,0.4402569352729889,0.7922507560739607,-1.2353507832384072,2.2429008939014285,0.06219405883392808,-0.23601020446248228,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.7142362329569328,-2.084126867438306,-2.8519203764650123,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.5462869417025411,-1.6000086454402538,-1.3999704661326267,-0.6432494670875735,-0.04228584588102149,0.8964786247660724,0.06219405883392808,0.7663987284695665,0.8014792996325567,-0.5406986566036541,0.55109995870476,1.0410698456029082,-0.7142362329569328,0.9324730322983409,0.34233826825241637,1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.3309536397843746,1.1438556741642336,1.3603706359757965,0.7922507560739607,-1.2353507832384072,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.7142362329569328,1.5357930122456702,1.4070911498248926,1
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.3309536397843746,1.1438556741642336,0.4402569352729889,0.7922507560739607,2.34384402883375,-0.4499436443692835,-2.1711380538389498,-1.238419137394531,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,-0.3992894854413955,-0.7142362329569328,-1.179146897517312,-0.45622639292694084,0
